Artist,Song,Days,PkStreams,Total,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
BTS,Butter,33,"3,796,033","38,827,030",758606,140245359,7,https://www.last.fm/music/BTS/_/Butter,https://www.last.fm/music/BTS,2.7333333333333334,2 мин 44 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",2196700,2551382152
NewJeans,How Sweet,26,"1,830,418","38,676,994",528235,11252890,1067,https://www.last.fm/music/NewJeans/_/How+Sweet,https://www.last.fm/music/NewJeans,3.65,3 мин 39 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1659655,301436663
Olivia Rodrigo,lacy,20,"4,810,371","38,402,764",937818,18634302,471,https://www.last.fm/music/Olivia+Rodrigo/_/lacy,https://www.last.fm/music/Olivia+Rodrigo,3.633333333333333,3 мин 38 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2903012,513026427
Kanye West,Ghost Town,22,"3,939,337","37,526,386",1176840,25153977,196,https://www.last.fm/music/Kanye+West/_/Ghost+Town,https://www.last.fm/music/Kanye+West,5.533333333333333,5 мин 32 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",7696345,1425848929
Mac Miller,Self Care,42,"2,221,811","37,345,380",994793,15019003,721,https://www.last.fm/music/Mac+Miller/_/Self+Care,https://www.last.fm/music/Mac+Miller,5.75,5 мин 45 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",3338222,398835965
Ariana Grande,Popular,22,"2,199,890","37,224,137",401633,4004457,1667,https://www.last.fm/music/Ariana+Grande/_/Popular,https://www.last.fm/music/Ariana+Grande,4.016666666666667,4 мин 01 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4198338,1001304833
Red Hot Chili Peppers,Can't Stop,28,"1,596,446","37,158,453",2357116,24018688,230,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Can%27t+Stop,https://www.last.fm/music/Red+Hot+Chili+Peppers,4.483333333333333,4 мин 29 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",7026572,536172514
Olivia Rodrigo,making the bed,18,"4,793,961","37,000,149",731569,13839121,814,https://www.last.fm/music/Olivia+Rodrigo/_/making+the+bed,https://www.last.fm/music/Olivia+Rodrigo,3.65,3 мин 39 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2903012,513026427
Taylor Swift,mirrorball,25,"5,028,753","36,755,342",929320,26076610,170,https://www.last.fm/music/Taylor+Swift/_/mirrorball,https://www.last.fm/music/Taylor+Swift,3.5,3 мин 30 сек,country,"Country music is a broad term, covering a great many styles of music predominantly created in the southern United States of America - however there are growing traditions of country music elsewhere, particularly in Canada and Australia.

Country music is generally characterized by its use of the guitar and its heavily-accented vocals describing life's hardships. A common joke runs that if one plays a country song backwards, the singer's child recovers from an illness",5681241,3437552088
Joji,Sanctuary,39,"1,532,152","36,656,065",874227,14368196,771,https://www.last.fm/music/Joji/_/Sanctuary,https://www.last.fm/music/Joji,3.0,3 мин,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",2772026,318677758
Kendrick Lamar,United In Grief,17,"8,772,125","36,566,509",1148076,13362961,851,https://www.last.fm/music/Kendrick+Lamar/_/United+in+Grief,https://www.last.fm/music/Kendrick+Lamar,5.083333333333333,5 мин 05 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",4853576,961298486
NewJeans,Cool With You,23,"2,817,695","36,562,560",617871,15317651,692,https://www.last.fm/music/NewJeans/_/Cool+With+You,https://www.last.fm/music/NewJeans,2.466666666666667,2 мин 28 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1659655,301436663
Kodak Black,Transportin',59,"773,000","36,524,128",523005,5733424,1550,https://www.last.fm/music/Kodak+Black/_/Transportin%27,https://www.last.fm/music/Kodak+Black,2.816666666666667,2 мин 49 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",1690848,96126214
Olivia Rodrigo,love is embarrassing,19,"4,198,695","36,093,811",768649,17185168,568,https://www.last.fm/music/Olivia+Rodrigo/_/love+is+embarrassing,https://www.last.fm/music/Olivia+Rodrigo,2.566666666666667,2 мин 34 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2903012,513026427
BTS,DNA,42,"1,547,287","35,791,884",702735,26282956,165,https://www.last.fm/music/BTS/_/DNA,https://www.last.fm/music/BTS,3.716666666666667,3 мин 43 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",2196700,2551382152
