Artist,Song,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
Mareux,The Perfect Girl,885612,11099362,1086,https://www.last.fm/music/Mareux/_/The+Perfect+Girl,https://www.last.fm/music/Mareux,3.2333333333333334,3 мин 14 сек,synthpop,"Synthpop is a type of pop music in which the synthesizer is the dominant instrument or otherwise highly prominent in the mix. In the 1980s, it was associated with the new wave scene, particularly with the success of groups such as ABC, Duran Duran, and Erasure. Kraftwerk from Germany and Yellow Magic Orchestra from Japan are often considered pioneers of the style due to their experimental work in the 1970s.

Brian Eno and David Bowie's post-punk and glam rock influenced work has also been influential in the development of synthpop.",1052539,22190808
Eminem,Love the Way You Lie,1478046,11083505,1087,https://www.last.fm/music/Eminem/_/Love+the+Way+You+Lie,https://www.last.fm/music/Eminem,4.433333333333334,4 мин 26 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",7575439,544338755
5 Seconds of Summer,Youngblood,969960,11080296,1088,https://www.last.fm/music/5+Seconds+of+Summer/_/Youngblood,https://www.last.fm/music/5+Seconds+of+Summer,3.3833333333333333,3 мин 23 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2124504,185397945
LE SSERAFIM,EASY,521054,11078975,1089,https://www.last.fm/music/LE+SSERAFIM/_/EASY,https://www.last.fm/music/LE+SSERAFIM,2.7333333333333334,2 мин 44 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1469756,245627777
Ed Sheeran,Photograph,1166777,11022705,1090,https://www.last.fm/music/Ed+Sheeran/_/Photograph,https://www.last.fm/music/Ed+Sheeran,4.3,4 мин 18 сек,acoustic,"The word ""acoustic"" is derived from the Latin term for the ear canal. Acoustics is therefore the branch of science which studies sound. By derivation, ""acoustic music"" is that which is made naturally, without the use of electricity, electronics, etc. Think of it as any type of natural sound. It is essentially synonymous with the term ""unplugged.""

Acoustic includes a broad range of musical genres, the common theme being that the music is played without amps",4026613,243931299
The All-American Rejects,Dirty Little Secret,1369704,11017288,1091,https://www.last.fm/music/The+All-American+Rejects/_/Dirty+Little+Secret,https://www.last.fm/music/The+All-American+Rejects,3.2333333333333334,3 мин 14 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",3111599,81739719
Ariana Grande,Break Free,1205599,11013369,1092,https://www.last.fm/music/Ariana+Grande/_/Break+Free,https://www.last.fm/music/Ariana+Grande,3.3666666666666667,3 мин 22 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4198338,1001304833
Beach House,Master of None,997480,11012835,1093,https://www.last.fm/music/Beach+House/_/Master+of+None,https://www.last.fm/music/Beach+House,3.316666666666667,3 мин 19 сек,dream pop,"Dream pop, also written as dreampop, is a subgenre of alternative rock and neo-psychedelia that emphasizes atmosphere and sonic texture alongside pop melodies. It is characterized by features such as breathy vocals, dense production, and the use of effects like reverb, echo, tremolo, and chorus. The genre often overlaps with shoegaze, and the two terms have sometimes been used interchangeably.

Dream pop gained prominence in the 1980s through artists associated with the UK label 4AD, including Cocteau Twins, This Mortal Coil, and A.",3344158,229424082
ROSALÍA,SAOKO,566506,11005239,1094,https://www.last.fm/music/ROSAL%C3%8DA/_/SAOKO,https://www.last.fm/music/ROSAL%C3%8DA,2.283333333333333,2 мин 17 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",1647233,155243254
Mac Miller,Congratulations (feat. Bilal),787507,11001385,1095,https://www.last.fm/music/Mac+Miller/_/Congratulations+(feat.+Bilal),https://www.last.fm/music/Mac+Miller,4.266666666666667,4 мин 16 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",3338222,398835965
Men at Work,Down Under,1401229,10998816,1096,https://www.last.fm/music/Men+at+Work/_/Down+Under,https://www.last.fm/music/Men+at+Work,3.6666666666666665,3 мин 40 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",1934181,24720957
Doja Cat,So High,901951,10976175,1097,https://www.last.fm/music/Doja+Cat/_/So+High,https://www.last.fm/music/Doja+Cat,3.3333333333333335,3 мин 20 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3400289,425173698
Oasis,Wonderwall - Remastered,1337831,10964709,1098,https://www.last.fm/music/Oasis/_/Wonderwall+-+Remastered,https://www.last.fm/music/Oasis,4.3,4 мин 18 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",5682977,308673231
fun.,We Are Young (feat. Janelle Monáe),1333967,10951742,1099,https://www.last.fm/music/fun./_/We+Are+Young+(feat.+Janelle+Mon%C3%A1e),https://www.last.fm/music/fun.,4.166666666666667,4 мин 10 сек,indie pop,"Indie pop is a loosely defined genre describing music that sounds like it was produced by an indie artist (even if not the case). Typically, indie pop songs have a DIY aesthetic, and are created in opposition to the styles found in mainstream pop. Songs that are considered indie pop are usually also categorized as bedroom pop, dream pop, and alternative pop.

The term indie pop is somewhat controversial, as artists, albums, and songs are often tagged as indie pop, while not being made by an independent or non-mainstream artist.",2460266,50371072
MF DOOM,One Beer,966027,10948068,1100,https://www.last.fm/music/MF+DOOM/_/One+Beer,https://www.last.fm/music/MF+DOOM,4.3,4 мин 18 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",2196815,153596092
